caseid,alt,choice,numalts,ivtt,ovtt,tvtt,cost,dist,female,age,numveh,hhinc,wkccbd,vehbywrk
4195,Transit,0,4,33.15,29.78,62.93,206.04,13.77,1,47,3,67.5,0,1.5
4196,DA,1,3,57.48,2,59.48,401.12,45.44,1,33,2,32.5,0,1
4196,SR2,0,3,60.48,2,62.48,200.52,45.44,1,33,2,32.5,0,1
4196,SR3+,0,3,62.48,2,64.48,114.58,45.44,1,33,2,32.5,0,1
4197,DA,0,3,32.44,2,34.44,182.95,17.3,1,42,2,87.5,0,0.67
4197,SR2,1,3,35.74,2,37.74,91.47,17.3,1,42,2,87.5,0,0.67
4197,SR3+,0,3,37.74,2,39.74,52.27,17.3,1,42,2,87.5,0,0.67
4198,DA,1,5,13,2,15,53.8,5.72,1,19,2,87.5,0,0.67
4198,SR2,0,5,18,2,20,26.9,5.72,1,19,2,87.5,0,0.67
4198,SR3+,0,5,20,2,22,15.37,5.72,1,19,2,87.5,0,0.67
4198,Transit,0,5,16.19,39.88,56.07,75,5.72,1,19,2,87.5,0,0.67
4198,Bike,0,5,30.85,2,32.85,0,5.72,1,19,2,87.5,0,0.67
4199,DA,0,5,18.9,4.5,23.4,280.37,9.15,1,39,4,47.5,0,2
4199,SR2,1,5,23.6,4.5,28.1,140.18,9.15,1,39,4,47.5,0,2
4199,SR3+,0,5,25.6,4.5,30.1,80.1,9.15,1,39,4,47.5,0,2
4199,Transit,0,5,31.45,26.8,58.25,75,9.15,1,39,4,47.5,0,2
4199,Bike,0,5,57.55,4.5,62.05,0,9.15,1,39,4,47.5,0,2
4200,DA,1,4,26.34,2,28.34,154.69,17.49,0,25,1,42.5,0,1
4200,SR2,0,4,29.84,2,31.84,77.35,17.49,0,25,1,42.5,0,1
4200,SR3+,0,4,31.84,2,33.84,44.2,17.49,0,25,1,42.5,0,1
4200,Transit,0,4,56.9,26.32,83.22,75,17.49,0,25,1,42.5,0,1
4201,DA,1,5,5.58,2.5,8.08,16.04,1.23,1,38,3,55,0,1.5
4201,SR2,0,5,10.58,2.5,13.08,8.02,1.23,1,38,3,55,0,1.5
4201,SR3+,0,5,12.58,2.5,15.08,4.58,1.23,1,38,3,55,0,1.5
4201,Transit,0,5,3.29,24.06,27.35,75,1.23,1,38,3,55,0,1.5
4201,Walk,0,5,0,0,27.1,0,1.23,1,38,3,55,0,1.5
4202,DA,1,3,24.02,2.5,26.52,117.98,13.96,0,22,3,55,0,1.5
4202,SR2,0,3,26.42,2.5,28.92,58.99,13.96,0,22,3,55,0,1.5
4202,SR3+,0,3,28.42,2.5,30.92,33.71,13.96,0,22,3,55,0,1.5
4203,DA,1,5,11.94,4.5,16.44,47.26,4.94,1,37,3,67.5,0,1.5
4203,SR2,0,5,16.94,4.5,21.44,23.63,4.94,1,37,3,67.5,0,1.5
4203,SR3+,0,5,18.94,4.5,23.44,13.5,4.94,1,37,3,67.5,0,1.5
4203,Transit,0,5,13.06,47.32,60.38,75,4.94,1,37,3,67.5,0,1.5
4203,Bike,0,5,27.1,4.5,31.6,0,4.94,1,37,3,67.5,0,1.5
4204,DA,1,3,31.8,2,33.8,159.92,17.94,0,43,3,32.5,0,1
4204,SR2,0,3,32.9,2,34.9,79.96,17.94,0,43,3,32.5,0,1
4204,SR3+,0,3,34.9,2,36.9,45.69,17.94,0,43,3,32.5,0,1
4205,DA,1,5,14,2,16,82.67,8.98,1,38,2,112.5,0,0.67
4205,SR2,0,5,18.7,2,20.7,41.64,8.98,1,38,2,112.5,0,0.67
4205,SR3+,0,5,20.7,2,22.7,23.79,8.98,1,38,2,112.5,0,0.67
4205,Transit,0,5,18.14,35,53.14,100,8.98,1,38,2,112.5,0,0.67
4205,Bike,0,5,47.4,2,49.4,0,8.98,1,38,2,112.5,0,0.67
4206,DA,1,5,10.4,2,12.4,54.67,5.87,0,31,1,47.5,0,1
4206,SR2,0,5,15.4,2,17.4,27.34,5.87,0,31,1,47.5,0,1
4206,SR3+,0,5,17.4,2,19.4,15.62,5.87,0,31,1,47.5,0,1
4206,Transit,0,5,18.98,44.92,63.9,75,5.87,0,31,1,47.5,0,1
4206,Bike,0,5,31.35,2,33.35,0,5.87,0,31,1,47.5,0,1
4207,DA,0,4,17.3,2,19.3,61.13,5.91,0,54,5,47.5,0,1
4207,SR2,1,4,22.3,2,24.3,30.56,5.91,0,54,5,47.5,0,1
4207,SR3+,0,4,24.3,2,26.3,17.46,5.91,0,54,5,47.5,0,1
4207,Transit,0,4,9.66,26.7,36.36,75,5.91,0,54,5,47.5,0,1
4208,DA,1,4,36.4,6.5,42.9,336.22,26.54,1,44,3,67.5,0,1.5
4208,SR2,0,4,39.3,6.5,45.8,168.07,26.54,1,44,3,67.5,0,1.5
4208,SR3+,0,4,41.3,6.5,47.8,96.04,26.54,1,44,3,67.5,0,1.5
4208,Transit,0,4,68.22,25.3,93.52,75,26.54,1,44,3,67.5,0,1.5
4209,DA,1,4,21.16,2,23.16,70.72,6.84,0,45,9,55,0,4.5
4209,SR2,0,4,26.16,2,28.16,35.36,6.84,0,45,9,55,0,4.5
4209,SR3+,0,4,28.16,2,30.16,20.21,6.84,0,45,9,55,0,4.5
4209,Bike,0,4,40.55,2,42.55,0,6.84,0,45,9,55,0,4.5
4210,DA,1,3,48.38,2,50.38,308.08,32.95,1,32,3,22.5,0,1.5
4210,SR2,0,3,50.68,2,52.68,154.04,32.95,1,32,3,22.5,0,1.5
4210,SR3+,0,3,52.68,2,54.68,88.02,32.95,1,32,3,22.5,0,1.5
4211,DA,1,3,44.24,2.5,46.74,270.93,30.01,0,41,3,37.5,0,3
4211,SR2,0,3,47.14,2.5,49.64,135.47,30.01,0,41,3,37.5,0,3
4211,SR3+,0,3,49.14,2.5,51.64,77.41,30.01,0,41,3,37.5,0,3
4212,DA,1,3,19.3,2,21.3,76.47,7.64,0,32,2,42.5,0,1
4212,SR2,0,3,24.3,2,26.3,38.24,7.64,0,32,2,42.5,0,1
4212,SR3+,0,3,26.3,2,28.3,21.85,7.64,0,32,2,42.5,0,1
4213,DA,1,3,21.34,2,23.34,76.47,7.24,1,26,2,42.5,0,1
4213,SR2,0,3,26.34,2,28.34,38.24,7.24,1,26,2,42.5,0,1
4213,SR3+,0,3,28.34,2,30.34,21.85,7.24,1,26,2,42.5,0,1
4214,DA,0,6,6.6,3.5,10.1,23.81,2.38,1,26,4,17.5,0,4
4214,SR2,0,6,11.6,3.5,15.1,11.9,2.38,1,26,4,17.5,0,4
4214,SR3+,0,6,13.6,3.5,17.1,6.8,2.38,1,26,4,17.5,0,4
4214,Transit,0,6,7.85,26.8,34.65,75,2.38,1,26,4,17.5,0,4
4214,Bike,1,6,13.65,3.5,17.15,0,2.38,1,26,4,17.5,0,4
4214,Walk,0,6,0,0,51.1,0,2.38,1,26,4,17.5,0,4
4215,DA,1,4,18.1,5.5,23.6,170.28,7.71,0,51,3,67.5,0,1
4215,SR2,0,4,23.1,5.5,28.6,85.14,7.71,0,51,3,67.5,0,1
4215,SR3+,0,4,25.1,5.5,30.6,48.65,7.71,0,51,3,67.5,0,1
4215,Transit,0,4,23.05,35.8,58.85,75,7.71,0,51,3,67.5,0,1
4216,DA,1,4,18.1,5.5,23.6,170.28,7.71,1,21,3,67.5,0,1
4216,SR2,0,4,23.1,5.5,28.6,85.14,7.71,1,21,3,67.5,0,1
4216,SR3+,0,4,25.1,5.5,30.6,48.65,7.71,1,21,3,67.5,0,1
4216,Transit,0,4,23.05,35.8,58.85,75,7.71,1,21,3,67.5,0,1
4217,DA,1,6,7.18,2.5,9.68,25.64,2.53,1,58,1,37.5,0,1
4217,SR2,0,6,12.18,2.5,14.68,12.82,2.53,1,58,1,37.5,0,1
4217,SR3+,0,6,14.18,2.5,16.68,7.32,2.53,1,58,1,37.5,0,1
4217,Transit,0,6,5.25,30.64,35.89,75,2.53,1,58,1,37.5,0,1
4217,Bike,0,6,14.7,2.5,17.2,0,2.53,1,58,1,37.5,0,1
4217,Walk,0,6,0,0,53.1,0,2.53,1,58,1,37.5,0,1
4218,DA,1,5,14.18,3.5,17.68,57.03,6.13,1,42,6,32.5,0,2
4218,SR2,0,5,19.18,3.5,22.68,28.51,6.13,1,42,6,32.5,0,2
4218,SR3+,0,5,21.18,3.5,24.68,16.29,6.13,1,42,6,32.5,0,2
4218,Transit,0,5,22.27,33.09,55.36,75,6.13,1,42,6,32.5,0,2
4218,Bike,0,5,32.7,3.5,36.2,0,6.13,1,42,6,32.5,0,2
4219,DA,1,5,20.44,5.5,25.94,86.24,8.69,1,27,3,42.5,0,3
4219,SR2,0,5,25.44,5.5,30.94,43.12,8.69,1,27,3,42.5,0,3
4219,SR3+,0,5,27.44,5.5,32.94,24.64,8.69,1,27,3,42.5,0,3
4219,Transit,0,5,27.24,53.72,80.96,75,8.69,1,27,3,42.5,0,3
4219,Bike,0,5,49.45,5.5,54.95,0,8.69,1,27,3,42.5,0,3
4220,DA,1,3,52.1,2,54.1,335.55,45.43,1,49,3,32.5,0,1.5
4220,SR2,0,3,57.1,2,59.1,167.77,45.43,1,49,3,32.5,0,1.5
4220,SR3+,0,3,59.1,2,61.1,95.87,45.43,1,49,3,32.5,0,1.5
4221,DA,1,4,29.6,2.5,32.1,143.53,15.73,0,52,3,32.5,0,1.5
4221,SR2,0,4,32.5,2.5,35,71.77,15.73,0,52,3,32.5,0,1.5
4221,SR3+,0,4,34.5,2.5,37,41.01,15.73,0,52,3,32.5,0,1.5
4221,Transit,0,4,61.99,42.04,104.03,75,15.73,0,52,3,32.5,0,1.5
4222,DA,1,4,32.26,2.5,34.76,155.3,17.59,0,59,1,37.5,0,1
4222,SR2,0,4,34.16,2.5,36.66,77.65,17.59,0,59,1,37.5,0,1
4222,SR3+,0,4,36.16,2.5,38.66,44.37,17.59,0,59,1,37.5,0,1
4222,Transit,0,4,70.23,43.96,114.19,75,17.59,0,59,1,37.5,0,1
4223,DA,1,5,14.64,4.5,19.14,242.7,7.34,0,40,3,67.5,0,1.5
4223,SR2,0,5,19.64,4.5,24.14,121.35,7.34,0,40,3,67.5,0,1.5
4223,SR3+,0,5,21.64,4.5,26.14,69.34,7.34,0,40,3,67.5,0,1.5
4223,Transit,0,5,30.08,29.16,59.24,75,7.34,0,40,3,67.5,0,1.5
4223,Bike,0,5,35.95,4.5,40.45,0,7.34,0,40,3,67.5,0,1.5
4224,DA,0,6,8.84,2,10.84,33.22,3.48,1,46,1,27.5,0,1
4224,SR2,1,6,13.84,2,15.84,16.61,3.48,1,46,1,27.5,0,1
4224,SR3+,0,6,15.84,2,17.84,9.49,3.48,1,46,1,27.5,0,1
4224,Transit,0,6,14.07,31.38,45.45,75,3.48,1,46,1,27.5,0,1
4224,Bike,0,6,19.05,2,21.05,0,3.48,1,46,1,27.5,0,1
4224,Walk,0,6,0,0,71.6,0,3.48,1,46,1,27.5,0,1
4225,DA,1,5,23.84,6.5,30.34,103.07,11.44,0,42,2,67.5,0,1
4225,SR2,0,5,28.84,6.5,35.34,51.54,11.44,0,42,2,67.5,0,1
4225,SR3+,0,5,30.84,6.5,37.34,29.45,11.44,0,42,2,67.5,0,1
4225,Transit,0,5,44.95,24.6,69.55,75,11.44,0,42,2,67.5,0,1
4225,Bike,0,5,59.1,6.5,65.6,0,11.44,0,42,2,67.5,0,1
4226,DA,0,6,6.86,2,8.86,26.77,2.55,1,19,1,42.5,0,0.5
4226,SR2,1,6,11.86,2,13.86,13.39,2.55,1,19,1,42.5,0,0.5
4226,SR3+,0,6,13.86,2,15.86,7.65,2.55,1,19,1,42.5,0,0.5
4226,Transit,0,6,5.92,20.4,26.32,75,2.55,1,19,1,42.5,0,0.5
4226,Bike,0,6,15.35,2,17.35,0,2.55,1,19,1,42.5,0,0.5
4226,Walk,0,6,0,0,53,0,2.55,1,19,1,42.5,0,0.5
4227,DA,1,5,19.14,2.5,21.64,94,9.64,0,28,1,47.5,0,1
4227,SR2,0,5,23.14,2.5,25.64,47,9.64,0,28,1,47.5,0,1
4227,SR3+,0,5,25.14,2.5,27.64,26.86,9.64,0,28,1,47.5,0,1
4227,Transit,0,5,34.5,42.91,77.41,75,9.64,0,28,1,47.5,0,1
4227,Bike,0,5,53.9,2.5,56.4,0,9.64,0,28,1,47.5,0,1
4228,DA,1,5,21.98,2.5,24.48,106.3,10.31,1,30,6,87.5,0,2
4228,SR2,0,5,26.18,2.5,28.68,53.15,10.31,1,30,6,87.5,0,2
4228,SR3+,0,5,28.18,2.5,30.68,30.37,10.31,1,30,6,87.5,0,2
4228,Transit,0,5,43.76,41.56,85.32,75,10.31,1,30,6,87.5,0,2
4228,Bike,0,5,60.95,2.5,63.45,0,10.31,1,30,6,87.5,0,2
4229,DA,1,3,23.98,2.5,26.48,123.04,13.22,1,30,6,87.5,0,2
4229,SR2,0,3,28.18,2.5,30.68,61.52,13.22,1,30,6,87.5,0,2
4229,SR3+,0,3,30.18,2.5,32.68,35.15,13.22,1,30,6,87.5,0,2
4230,DA,1,5,12.9,2,14.9,57.64,6.21,0,38,2,67.5,0,2
4230,SR2,0,5,17.9,2,19.9,28.82,6.21,0,38,2,67.5,0,2
4230,SR3+,0,5,19.9,2,21.9,16.47,6.21,0,38,2,67.5,0,2
4230,Transit,0,5,23.74,47.28,71.02,75,6.21,0,38,2,67.5,0,2
4230,Bike,0,5,33.05,2,35.05,0,6.21,0,38,2,67.5,0,2
4231,DA,1,5,14.64,3.5,18.14,77.96,8.51,1,23,2,87.5,0,2
4231,SR2,0,5,19.24,3.5,22.74,38.98,8.51,1,23,2,87.5,0,2
4231,SR3+,0,5,21.24,3.5,24.74,22.27,8.51,1,23,2,87.5,0,2
4231,Transit,0,5,40.93,34.69,75.62,75,8.51,1,23,2,87.5,0,2
4231,Bike,0,5,44.7,3.5,48.2,0,8.51,1,23,2,87.5,0,2
4232,DA,1,4,18.3,2,20.3,92.08,10.21,0,40,2,112.5,0,1
4232,SR2,0,4,23,2,25,46.04,10.21,0,40,2,112.5,0,1
4232,SR3+,0,4,25,2,27,26.31,10.21,0,40,2,112.5,0,1
4232,Transit,0,4,26.72,25.2,51.92,75,10.21,0,40,2,112.5,0,1
4233,DA,1,4,36.9,2.5,39.4,247.47,28.23,0,28,2,55,0,1
4233,SR2,0,4,40.9,2.5,43.4,123.74,28.23,0,28,2,55,0,1
4233,SR3+,0,4,42.9,2.5,45.4,70.71,28.23,0,28,2,55,0,1
4233,Transit,0,4,63.75,43.72,107.47,200,28.23,0,28,2,55,0,1
4234,DA,1,4,26.18,2.5,28.68,138.39,14.7,0,22,2,37.5,0,2
4234,SR2,0,4,29.28,2.5,31.78,69.19,14.7,0,22,2,37.5,0,2
4234,SR3+,0,4,31.28,2.5,33.78,39.54,14.7,0,22,2,37.5,0,2
4234,Transit,0,4,63.7,45.88,109.58,75,14.7,0,22,2,37.5,0,2
4235,DA,1,4,22.82,2,24.82,121.03,13.44,0,38,2,7.5,0,1
4235,SR2,0,4,27.82,2,29.82,60.52,13.44,0,38,2,7.5,0,1
4235,SR3+,0,4,29.82,2,31.82,34.58,13.44,0,38,2,7.5,0,1
4235,Transit,0,4,50.61,41,91.61,75,13.44,0,38,2,7.5,0,1
4236,DA,1,5,12,3,15,68.36,7.44,0,29,1,87.5,0,1
4236,SR2,0,5,16.8,3,19.8,34.18,7.44,0,29,1,87.5,0,1
4236,SR3+,0,5,18.8,3,21.8,19.53,7.44,0,29,1,87.5,0,1
4236,Transit,0,5,17,30.3,47.3,75,7.44,0,29,1,87.5,0,1
4236,Bike,0,5,39.2,3,42.2,0,7.44,0,29,1,87.5,0,1
4237,DA,0,5,9,4.5,13.5,38.63,3.98,0,43,4,47.5,0,1
4237,SR2,0,5,14,4.5,18.5,19.31,3.98,0,43,4,47.5,0,1
4237,SR3+,1,5,16,4.5,20.5,11.04,3.98,0,43,4,47.5,0,1
4237,Transit,0,5,22.38,31.71,54.09,75,3.98,0,43,4,47.5,0,1
4237,Walk,0,5,0,0,84.1,0,3.98,0,43,4,47.5,0,1
4238,DA,0,5,9,4.5,13.5,38.63,3.98,0,39,4,47.5,0,1
4238,SR2,0,5,14,4.5,18.5,19.31,3.98,0,39,4,47.5,0,1
4238,SR3+,1,5,16,4.5,20.5,11.04,3.98,0,39,4,47.5,0,1
4238,Transit,0,5,22.38,31.71,54.09,75,3.98,0,39,4,47.5,0,1
4238,Walk,0,5,0,0,84.1,0,3.98,0,39,4,47.5,0,1
4239,DA,0,5,9,4.5,13.5,38.63,3.98,0,32,4,47.5,0,1
4239,SR2,0,5,14,4.5,18.5,19.31,3.98,0,32,4,47.5,0,1
4239,SR3+,1,5,16,4.5,20.5,11.04,3.98,0,32,4,47.5,0,1
4239,Transit,0,5,22.38,31.71,54.09,75,3.98,0,32,4,47.5,0,1
4239,Walk,0,5,0,0,84.1,0,3.98,0,32,4,47.5,0,1
4240,SR2,1,3,14.38,4.5,18.88,20.06,4.26,1,26,4,47.5,0,1
4240,SR3+,0,3,16.38,4.5,20.88,11.46,4.26,1,26,4,47.5,0,1
4240,Transit,0,3,14.48,20.41,34.89,75,4.26,1,26,4,47.5,0,1
4241,DA,1,3,75.5,4.5,80,564.13,53.97,0,29,4,145,0,1.33
4241,SR2,0,3,77.6,4.5,82.1,282.07,53.97,0,29,4,145,0,1.33
4241,SR3+,0,3,79.6,4.5,84.1,161.18,53.97,0,29,4,145,0,1.33
4242,DA,1,5,20.7,6.5,27.2,90.51,9.83,0,52,4,145,0,1.33
4242,SR2,0,5,25.7,6.5,32.2,45.26,9.83,0,52,4,145,0,1.33
4242,SR3+,0,5,27.7,6.5,34.2,25.86,9.83,0,52,4,145,0,1.33
4242,Transit,0,5,28.83,38.69,67.52,75,9.83,0,52,4,145,0,1.33
4242,Bike,0,5,51.9,6.5,58.4,0,9.83,0,52,4,145,0,1.33
4243,DA,1,5,9.6,2.5,12.1,46.39,4.04,0,29,2,27.5,0,1
4243,SR2,0,5,14.6,2.5,17.1,23.2,4.04,0,29,2,27.5,0,1
4243,SR3+,0,5,16.6,2.5,19.1,13.25,4.04,0,29,2,27.5,0,1
4243,Transit,0,5,18.23,36.04,54.27,75,4.04,0,29,2,27.5,0,1
4243,Bike,0,5,26.6,2.5,29.1,0,4.04,0,29,2,27.5,0,1
4244,DA,1,4,10.5,2,12.5,62.61,6.76,0,33,3,37.5,0,1.5
4244,SR2,0,4,15.5,2,17.5,31.3,6.76,0,33,3,37.5,0,1.5
4244,SR3+,0,4,17.5,2,19.5,17.89,6.76,0,33,3,37.5,0,1.5
4244,Transit,0,4,22.65,26.8,49.45,75,6.76,0,33,3,37.5,0,1.5
4245,DA,0,6,7.8,2,9.8,15.43,1.07,1,43,4,55,0,2
4245,SR2,1,6,12.8,2,14.8,7.72,1.07,1,43,4,55,0,2
4245,SR3+,0,6,14.8,2,16.8,4.41,1.07,1,43,4,55,0,2
4245,Transit,0,6,2.36,13.9,16.26,75,1.07,1,43,4,55,0,2
4245,Bike,0,6,8.85,2,10.85,0,1.07,1,43,4,55,0,2
4245,Walk,0,6,0,0,23.4,0,1.07,1,43,4,55,0,2
4246,DA,0,6,8.02,7.5,15.52,128.78,2.96,1,32,2,47.5,0,1
4246,SR2,1,6,13.02,7.5,20.52,64.39,2.96,1,32,2,47.5,0,1
4246,SR3+,0,6,15.02,7.5,22.52,36.79,2.96,1,32,2,47.5,0,1
4246,Transit,0,6,10.59,17.09,27.68,75,2.96,1,32,2,47.5,0,1
4246,Bike,0,6,16.5,7.5,24,0,2.96,1,32,2,47.5,0,1
4246,Walk,0,6,0,0,66.7,0,2.96,1,32,2,47.5,0,1
4247,DA,0,6,8.02,7.5,15.52,128.78,2.96,0,34,2,47.5,0,1
4247,SR2,1,6,13.02,7.5,20.52,64.39,2.96,0,34,2,47.5,0,1
4247,SR3+,0,6,15.02,7.5,22.52,36.79,2.96,0,34,2,47.5,0,1
4247,Transit,0,6,10.59,17.09,27.68,75,2.96,0,34,2,47.5,0,1
4247,Bike,0,6,16.5,7.5,24,0,2.96,0,34,2,47.5,0,1
4247,Walk,0,6,0,0,66.7,0,2.96,0,34,2,47.5,0,1
4248,DA,1,4,12.4,5.5,17.9,72.81,7.95,0,27,1,37.5,0,1
4248,SR2,0,4,17.3,5.5,22.8,36.41,7.95,0,27,1,37.5,0,1
4248,SR3+,0,4,19.3,5.5,24.8,20.8,7.95,0,27,1,37.5,0,1
4248,Transit,0,4,28.19,37.8,65.99,75,7.95,0,27,1,37.5,0,1
4249,DA,1,4,13.5,2,15.5,49.01,5.07,0,30,1,37.5,0,1
4249,SR2,0,4,18.5,2,20.5,24.5,5.07,0,30,1,37.5,0,1
4249,SR3+,0,4,20.5,2,22.5,14,5.07,0,30,1,37.5,0,1
4249,Transit,0,4,19.44,30.88,50.32,75,5.07,0,30,1,37.5,0,1
4250,DA,1,6,6.3,7,13.3,10.46,0.7,0,26,1,37.5,0,1
4250,SR2,0,6,11.3,7,18.3,5.23,0.7,0,26,1,37.5,0,1
4250,SR3+,0,6,13.3,7,20.3,2.99,0.7,0,26,1,37.5,0,1
4250,Transit,0,6,3.92,14.59,18.51,75,0.7,0,26,1,37.5,0,1
4250,Bike,0,6,6,7,13,0,0.7,0,26,1,37.5,0,1
4250,Walk,0,6,0,0,21,0,0.7,0,26,1,37.5,0,1
4251,DA,0,4,23.3,2,25.3,123.74,13.79,0,53,2,87.5,0,1
4251,SR2,0,4,27.2,2,29.2,61.48,13.79,0,53,2,87.5,0,1
4251,SR3+,0,4,29.2,2,31.2,35.13,13.79,0,53,2,87.5,0,1
4251,Transit,1,4,20.64,15.6,36.24,116.98,13.79,0,53,2,87.5,0,1
4252,DA,1,6,6.94,2,8.94,27.47,2.77,1,49,2,87.5,0,1
4252,SR2,0,6,11.94,2,13.94,13.73,2.77,1,49,2,87.5,0,1
4252,SR3+,0,6,13.94,2,15.94,7.85,2.77,1,49,2,87.5,0,1
4252,Transit,0,6,11.34,39.16,50.5,75,2.77,1,49,2,87.5,0,1
4252,Bike,0,6,15.75,2,17.75,0,2.77,1,49,2,87.5,0,1
4252,Walk,0,6,0,0,57.4,0,2.77,1,49,2,87.5,0,1
4253,DA,1,5,20.66,2.5,23.16,107.26,11.76,1,32,2,67.5,0,1
4253,SR2,0,5,25.56,2.5,28.06,53.63,11.76,1,32,2,67.5,0,1
4253,SR3+,0,5,27.56,2.5,30.06,30.64,11.76,1,32,2,67.5,0,1
4253,Transit,0,5,56.47,42.28,98.75,75,11.76,1,32,2,67.5,0,1
4253,Bike,0,5,61.5,2.5,64,0,11.76,1,32,2,67.5,0,1
4254,DA,1,5,17.36,5.5,22.86,197.4,10.85,0,33,2,67.5,0,1
4254,SR2,0,5,21.96,5.5,27.46,100.1,10.85,0,33,2,67.5,0,1
4254,SR3+,0,5,23.96,5.5,29.46,57.2,10.85,0,33,2,67.5,0,1
4254,Transit,0,5,32.93,25.81,58.74,171.48,10.85,0,33,2,67.5,0,1
4254,Bike,0,5,55.85,5.5,61.35,0,10.85,0,33,2,67.5,0,1
4255,DA,1,6,8.1,3.5,11.6,30.87,3.24,0,24,1,32.5,0,1
4255,SR2,0,6,13.1,3.5,16.6,15.43,3.24,0,24,1,32.5,0,1
4255,SR3+,0,6,15.1,3.5,18.6,8.82,3.24,0,24,1,32.5,0,1
4255,Transit,0,6,14.85,26.32,41.17,75,3.24,0,24,1,32.5,0,1
4255,Bike,0,6,17.7,3.5,21.2,0,3.24,0,24,1,32.5,0,1
4255,Walk,0,6,0,0,68.3,0,3.24,0,24,1,32.5,0,1
4256,DA,1,5,18.26,2,20.26,98.45,10.62,0,50,2,87.5,0,1
4256,SR2,0,5,22.66,2,24.66,50.14,10.62,0,50,2,87.5,0,1
4256,SR3+,0,5,24.66,2,26.66,28.65,10.62,0,50,2,87.5,0,1
4256,Transit,0,5,37.39,44.2,81.59,147.09,10.62,0,50,2,87.5,0,1
4256,Bike,0,5,56.45,2,58.45,0,10.62,0,50,2,87.5,0,1
4257,DA,1,6,3.7,6,9.7,12.12,1.04,0,33,2,42.5,0,1
4257,SR2,0,6,8.7,6,14.7,6.06,1.04,0,33,2,42.5,0,1
4257,SR3+,0,6,10.7,6,16.7,3.46,1.04,0,33,2,42.5,0,1
4257,Transit,0,6,1.78,18,19.78,75,1.04,0,33,2,42.5,0,1
4257,Bike,0,6,6.95,6,12.95,0,1.04,0,33,2,42.5,0,1
4257,Walk,0,6,0,0,26.8,0,1.04,0,33,2,42.5,0,1
4258,DA,1,5,14.52,6.5,21.02,71.85,7.7,0,40,2,67.5,0,1
4258,SR2,0,5,19.32,6.5,25.82,35.93,7.7,0,40,2,67.5,0,1
4258,SR3+,0,5,21.32,6.5,27.82,20.53,7.7,0,40,2,67.5,0,1
4258,Transit,0,5,23.67,31.8,55.47,147.09,7.7,0,40,2,67.5,0,1
4258,Bike,0,5,41.2,6.5,47.7,0,7.7,0,40,2,67.5,0,1
4259,DA,1,6,8.4,3.5,11.9,37.76,3.6,0,33,3,42.5,0,3
4259,SR2,0,6,13.4,3.5,16.9,18.88,3.6,0,33,3,42.5,0,3
4259,SR3+,0,6,15.4,3.5,18.9,10.79,3.6,0,33,3,42.5,0,3
4259,Transit,0,6,10.16,37.24,47.4,75,3.6,0,33,3,42.5,0,3
4259,Bike,0,6,21.65,3.5,25.15,0,3.6,0,33,3,42.5,0,3
4259,Walk,0,6,0,0,83.1,0,3.6,0,33,3,42.5,0,3
4260,DA,1,4,12.16,2,14.16,61.04,6.48,0,37,1,37.5,0,1
4260,SR2,0,4,16.96,2,18.96,30.52,6.48,0,37,1,37.5,0,1
4260,SR3+,0,4,18.96,2,20.96,17.44,6.48,0,37,1,37.5,0,1
4260,Transit,0,4,28.01,27.76,55.77,75,6.48,0,37,1,37.5,0,1
4261,DA,1,4,11.76,3.5,15.26,45.78,4.88,0,58,2,112.5,0,2
4261,SR2,0,4,16.76,3.5,20.26,22.89,4.88,0,58,2,112.5,0,2
4261,SR3+,0,4,18.76,3.5,22.26,13.08,4.88,0,58,2,112.5,0,2
4261,Transit,0,4,19.1,30.6,49.7,75,4.88,0,58,2,112.5,0,2
4262,DA,1,5,7.72,3.5,11.22,40.02,4.25,0,46,1,55,0,1
4262,SR2,0,5,12.72,3.5,16.22,20.01,4.25,0,46,1,55,0,1
4262,SR3+,0,5,14.72,3.5,18.22,11.44,4.25,0,46,1,55,0,1
4262,Transit,0,5,10.6,30,40.6,75,4.25,0,46,1,55,0,1
4262,Bike,0,5,22.95,3.5,26.45,0,4.25,0,46,1,55,0,1
4263,DA,0,6,5.1,5.5,10.6,14.3,1.24,0,58,2,47.5,0,2
4263,SR2,0,6,10.1,5.5,15.6,7.15,1.24,0,58,2,47.5,0,2
4263,SR3+,0,6,12.1,5.5,17.6,4.09,1.24,0,58,2,47.5,0,2
4263,Transit,0,6,2.34,21.8,24.14,75,1.24,0,58,2,47.5,0,2
4263,Bike,0,6,8.2,5.5,13.7,0,1.24,0,58,2,47.5,0,2
4263,Walk,1,6,0,0,30.3,0,1.24,0,58,2,47.5,0,2
4264,DA,1,5,12.6,3.5,16.1,64.96,6.98,0,37,2,42.5,0,1
4264,SR2,0,5,17.6,3.5,21.1,32.48,6.98,0,37,2,42.5,0,1
4264,SR3+,0,5,19.6,3.5,23.1,18.56,6.98,0,37,2,42.5,0,1
4264,Transit,0,5,23.85,38.2,62.05,75,6.98,0,37,2,42.5,0,1
4264,Bike,0,5,37.25,3.5,40.75,0,6.98,0,37,2,42.5,0,1
4265,DA,1,4,22.74,4.5,27.24,158.21,15.67,0,36,3,55,0,1.5
4265,SR2,0,4,26.64,4.5,31.14,79.11,15.67,0,36,3,55,0,1.5
4265,SR3+,0,4,28.64,4.5,33.14,45.2,15.67,0,36,3,55,0,1.5
